ScientificName,AphiaID,Trophy,typeMX,source,dataType,Kingdom,Phylum,Class,Order,Family,Genus,Species
Acrosphaera,493471,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Acrosphaera,NA
Acrosphaera_spinosa,493475,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Acrosphaera,spinosa
Actinomma_boreale,413047,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Actinomma,boreale
Androcyclas_gamphonycha,413014,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Nassellaria,Pterocorythidae,Androcyclas,gamphonycha
Arachnocorys_circumtexta,493515,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Arachnocorys,circumtexta
Botryostrobus_auritus_australis,549438,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Artostrobiidae,Botryostrobus,auritus-australis
Callimitra_carolotae,493518,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Callimitra,carolotae
Ceratospyris_borealis,412971,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Trissocyclidae,Ceratospyris,borealis
Ceratospyris_hyperborea,413101,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Nassellaria,Trissocyclidae,Ceratospyris,hyperborea
Cladococcus_scoparius,493317,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Cladococcus,scoparius
Clathrocanium_coarctatum,493527,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Clathrocanium,coarctatum
Collosphaera_huxleyi,493481,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Collosphaera,huxleyi
Collosphaera_tuberosa,367318,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Collosphaera,tuberosa
Collozoum_inerme,178830,mixoplankton,eSNCM,Biard et al. 2015,paper,Chromista,Radiozoa,Polycystina,Collodaria,NA,Collozoum,inerme
Cyrtidosphaera_reticulata,493324,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Cyrtidosphaera,reticulata
Dictyocoryne_profunda,412935,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Dictyocoryne,profunda
Dictyocoryne_truncatum,412936,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Dictyocoryne,truncatum
Didymocyrtis_tetrathalamus,493468,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Coccodiscidae,Didymocyrtis,tetrathalamus
Disolenia,367319,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Disolenia,NA
Euchitonia_elegans_furcata,550683,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Euchitonia,elegans-furcata
Eucyrtidium,413006,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Eucyrtidium,NA
Eucyrtidium_hexagonatum,413008,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Eucyrtidium,hexagonatum
Heliodiscus_asteriscus,412928,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Heliodiscidae,Heliodiscus,asteriscus
Hexacontium,345896,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Hexacontium,NA
Hexacontium_gigantheum,413100,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Hexacontium,gigantheum
Hexalonche_amphisiphon,493356,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Hexalonche,amphisiphon
Larcopyle_buetschlii,412959,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Litheliidae,Larcopyle,buetschlii
Larcospira_quadrangula,412961,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Litheliidae,Larcospira,quadrangula
Lipmanella_dictyoceras,413077,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Lipmanella,dictyoceras
Litharachnium,345839,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Litharachnium,NA
Lithelius,385311,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Litheliidae,Lithelius,NA
Lithopera_bacca,493651,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Lithopera,bacca
Otosphaera,412896,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Otosphaera,NA
Peromelissa,493559,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Peromelissa,NA
Phorticium_clevei,493595,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Spumellaria,Pyloniidae,Phorticium,clevei
Phorticium_pylonium,345904,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Spumellaria,Pyloniidae,Phorticium,pylonium
Plegmosphaera,493371,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Plegmosphaera,NA
Polysolenia,412899,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Polysolenia,NA
Pseudocubus_obeliscus,493567,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Pseudocubus,obeliscus
Pseudodictyophimus,493569,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Plagiacanthidae,Pseudodictyophimus,NA
Pterocanium_charybdeum,549594,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Pterocanium,charybdeum
Pterocanium_korotnevi,412997,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Pterocanium,korotnevi
Pterocanium_praetextum,412998,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Theoperidae,Pterocanium,praetextum
Pterocorys,391967,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Pterocorythidae,Pterocorys,NA
Pterocorys_zancleus,413025,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Pterocorythidae,Pterocorys,zancleus
Rhaphidozoum,493602,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Rhaphidozoum,NA
Siphonosphaera_socialis,413064,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Siphonosphaera,socialis
Solenosphaera_zanguebarica,493490,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Solenosphaera,zanguebarica
Sphaerozoum,493491,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Sphaerozoum,NA
Sphaerozoum_punctatum,493492,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Sphaerozoum,punctatum
Spirocyrtis_scalaris,493426,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Artostrobiidae,Spirocyrtis,scalaris
Spongaster_tetras,412940,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Spongaster,tetras
Spongodiscus_resurgens,493608,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Spongodiscus,resurgens
Spongosphaera_streptacantha,493393,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Spongosphaera,streptacantha
Spongotrochus,412948,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Spongotrochus,NA
Spongotrochus_glacialis,412949,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Spongotrochus,glacialis
Stylodictya,345859,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Spongodiscidae,Stylodictya,NA
Styptosphaera,367328,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Spumellaria,Actinommidae,Styptosphaera,NA
Tetrapyle,412954,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Pyloniidae,Tetrapyle,NA
Tetrapyle_octacantha,412955,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Spumellaria,Pyloniidae,Tetrapyle,octacantha
Thalassicolla,345885,mixoplankton,eSNCM,Biard et al. 2015,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Thalassicolla,NA
Thalassicolla_pellucida,712018,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Radiozoa,Polycystina,Nassellaria,Collozoidae,Thalassicolla,pellucida
Theocorythium_trachelium,413029,protozooplankton,NA,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Pterocorythidae,Theocorythium,trachelium
Pterosperma_moebii,345882,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,moebii
Pterosperma_parallelum,341609,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,parallelum
Pterosperma_undulatum,376084,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,undulatum
Pterosperma_vanhoeffenii,345881,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,vanhoeffenii
Braarudosphaera_bigelowii,235922,phytoplankton,NA,RWS,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Coccosphaerales,Braarudosphaeraceae,Braarudosphaera,bigelowii
Chrysocampanula_spinifera,115107,mixoplankton,CM,Kawachi and Inouye 1995,scientific cruise,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Chrysocampanula,spinifera
Chrysochromulina_acantha,115108,mixoplankton,CM,Faure et al. 2019,review,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,acantha
Chrysochromulina_birgeri,615467,mixoplankton,CM,Helcom,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,birgeri
Chrysochromulina_leadbeateri,246591,mixoplankton,CM,Leles et al. 2019,review,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,leadbeateri
Chrysochromulina_parkeae,115126,mixoplankton,CM,Helcom,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,parkeae
Chrysochromulina_simplex,571659,phytoplankton,NA,Rhodes and Burke 1996,scientific cruise,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,simplex
Chrysochromulina_spinifera,115129,mixoplankton,CM,Helcom,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,spinifera
Chrysotila_carterae,837255,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Chrysotila,carterae
Coccolithus_pelagicus,178600,phytoplankton,NA,RWS,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Coccolithaceae,Coccolithus,pelagicus
Corymbellus_aureus,162519,phytoplankton,NA,RWS,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Corymbellus,aureus
Dicrateria_rotunda,840109,mixoplankton,CM,Havskum and Riegmann 1996,scientific cruise,Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Dicrateria,rotunda
Emiliania_huxleyi,115104,mixoplankton,CM,Avrahami and Frada 2020,paper,Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi
Gephyrocapsa_oceanica,235955,phytoplankton,NA,RWS,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica
Haptolina_brevifila,115112,mixoplankton,CM,Leles et al. 2019,review,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,brevifilum
Haptolina_ericina,624976,mixoplankton,CM,Jones et al. 1993,paper,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Haptolina,ericina
Haptolina_hirta,699623,mixoplankton,CM,Leles et al. 2019,review,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Haptolina,hirta
Phaeocystis_globosa,160538,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,globosa
Phaeocystis_pouchetii,115106,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,pouchetii
Prymnesium_palpebrale,624967,mixoplankton,CM,Faure et al. 2019,review,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,palpebrale
Prymnesium_parvum,160564,mixoplankton,CM,Leles et al. 2019,review,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,parvum
Prymnesium_pigrum,624973,mixoplankton,CM,Faure et al. 2019,review,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,pigrum
Prymnesium_polylepis,670030,mixoplankton,CM,Jones et al. 1993,paper,Chromista,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,polylepis
Cymbomonas_tetramitiformis,134545,mixoplankton,CM,Leles et al. 2019,review,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Cymbomonas,tetramitiformis
Halosphaera_viridis,134546,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Halosphaera,viridis
Pseudoscourfieldia_marina,134566,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Pyramimonadophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pseudoscourfieldia,marina
Pyramimonas_australis,387974,mixoplankton,CM,Bell et al. 2003,scientific cruise,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,australis
Pyramimonas_gelidicola,341612,mixoplankton,CM,Leles et al. 2019,review,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,gelidicola
Pyramimonas_longicauda,160513,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,longicauda
Pyramimonas_tychotreta,495343,mixoplankton,CM,Leles et al. 2019,review,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,tychotreta
Pyramimonas_virginica,134559,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,virginica
Chattonella_marina_var__ovata,674442,mixoplankton,CM,Leles et al. 2019,review,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,marina
Chattonella_subsalsa,246590,mixoplankton,CM,Leles et al. 2019,review,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,subsalsa
Fibrocapsa_japonica,233761,mixoplankton,CM,Leles et al. 2019,review,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,japonica
Gonyostomum_semen,375674,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Vacuolariaceae,Gonyostomum,semen
Heterosigma_akashiwo,160585,mixoplankton,CM,Leles et al. 2019,review,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,akashiwo
Synchroma_grande,590433,mixoplankton,CM,Leles et al. 2019,review,Chromista,Ochrophyta,Synchromophyceae,Synchromales,Synchromaceae,Synchroma,grande
Mallomonas_akrokomos,249722,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,akrokomos
Mallomonas_caudata,409645,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,caudata
Mallomonas_hamata,610261,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,hamata
Mallomonas_multiunca,610267,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,multiunca
Mallomonas_ploesslii,841057,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,ploesslii
Mallomonas_punctifera,610275,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,punctifera
Poterioochromonas_stipitata,614706,mixoplankton,CM,Faure et al. 2019,review,Chromista,Ochrophyta,Synurophyceae,Ochromonadales,Ochromonadaceae,Poterioochromonas,stipitata
Synura_uvella,178595,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Synurophyceae,Synurales,Synuraceae,Synura,uvella
Telonema_antarcticum,389491,protozooplankton,NA,Klaveness et al. 2005,paper,Chromista,Cryptophyta,Telonemea,Telonemida,NA,Telonema,antarcticum
Telonema_subtile,118075,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Telonemea,Telonemida,NA,Telonema,subtile
Cryothecomonas_aestivalis,118045,mixoplankton,CM,Drebes et al. 1996,scientific cruise,Chromista,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,aestivalis
Cryothecomonas_scybalophora,118047,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,scybalophora
Protaspa_glans,881410,protozooplankton,NA,RWS,routineMonitoring,Chromista,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Protaspa,glans
Acanthosphaera,293236,mixoplankton,eSNCM,Leles et al. 2017,review,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Acanthosphaera,NA
Actinastrum_hantzschii,160543,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Actinastrum,hantzschii
Choricystis_chodatii,619248,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Coccomyxaceae,Choricystis,chodatii
Choricystis_coccoides,625389,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Coccomyxaceae,Choricystis,coccoides
Closteriopsis_longissima,572005,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis,longissima
Crucigenia_fenestrata,558759,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,fenestrata
Crucigenia_quadrata,178962,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,quadrata
Crucigenia_tetrapedia,178619,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,Crucigenia,tetrapedia
Crucigeniella_irregularis,248175,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Crucigeniella,irregularis
Dictyosphaerium_ehrenbergianum,178625,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium,ehrenbergianum
Dictyosphaerium_subsolitarium,576240,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium,subsolitarium
Franceia_ovalis,577840,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Franceia,ovalis
Granulocystopsis_decorata,616372,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Granulocystopsis,decorata
Koliella_longiseta,248126,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,longiseta
Koliella_spiculiformis,248127,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,spiculiformis
Koliella_spiralis,254440,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Koliella,spiralis
Lagerheimia_ciliata,572054,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Lagerheimia,ciliata
Lagerheimia_citriformis,248128,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Lagerheimia,citriformis
